Id,Player Image,Player,Team,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s,6s,Team Logo
1,https://scores.iplt20.com/ipl/playerimages/Virat%20Kohli.png?v=1,Virat Kohli,RCB,741,15,15,3,113,61.75,479,154.69,1,5,62,38,https://scores.iplt20.com/ipl/teamlogos/RCB.png?v=1
2,https://scores.iplt20.com/ipl/playerimages/Ruturaj%20Gaikwad.png?v=1,Ruturaj Gaikwad,CSK,583,14,14,3,108,53,413,141.16,1,4,58,18,https://scores.iplt20.com/ipl/teamlogos/CSK.png?v=1
3,https://scores.iplt20.com/ipl/playerimages/Riyan%20Parag.png?v=1,Riyan Parag,RR,573,16,14,3,84,52.09,384,149.21,0,4,40,33,https://scores.iplt20.com/ipl/teamlogos/RR.png?v=1
4,https://scores.iplt20.com/ipl/playerimages/Travis%20Head.png?v=1,Travis Head,SRH,567,15,15,1,102,40.5,296,191.55,1,4,64,32,https://scores.iplt20.com/ipl/teamlogos/SRH.png?v=1
5,https://scores.iplt20.com/ipl/playerimages/Sanju%20Samson.png?v=1,Sanju Samson,RR,531,16,15,4,86,48.27,346,153.46,0,5,48,24,https://scores.iplt20.com/ipl/teamlogos/RR.png?v=1
6,https://scores.iplt20.com/ipl/playerimages/Sai%20Sudharsan.png?v=1,Sai Sudharsan,GT,527,12,12,1,103,47.91,373,141.28,1,2,48,16,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1
7,https://scores.iplt20.com/ipl/playerimages/K%20L%20Rahul.png?v=1,K L Rahul,LSG,520,14,14,0,82,37.14,382,136.12,0,4,45,19,https://scores.iplt20.com/ipl/teamlogos/LSG.png?v=1
8,https://scores.iplt20.com/ipl/playerimages/Nicholas%20Pooran.png?v=1,Nicholas Pooran,LSG,499,14,14,6,75,62.38,280,178.21,0,3,35,36,https://scores.iplt20.com/ipl/teamlogos/LSG.png?v=1
9,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png?v=1,Sunil Narine,KKR,488,15,14,0,109,34.86,270,180.74,1,3,50,33,https://scores.iplt20.com/ipl/teamlogos/KKR.png?v=1
10,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Sharma.png?v=1,Abhishek Sharma,SRH,484,16,16,1,75,32.27,237,204.21,0,3,36,42,https://scores.iplt20.com/ipl/teamlogos/SRH.png?v=1
11,https://scores.iplt20.com/ipl/playerimages/Heinrich%20Klaasen.png?v=1,Heinrich Klaasen,SRH,479,16,15,3,80,39.92,280,171.07,0,4,19,38,https://scores.iplt20.com/ipl/teamlogos/SRH.png?v=1
12,https://scores.iplt20.com/ipl/playerimages/Rishabh%20Pant.png?v=1,Rishabh Pant,DC,446,13,13,2,88,40.55,287,155.4,0,3,36,25,https://scores.iplt20.com/ipl/teamlogos/DC.png?v=1
13,https://scores.iplt20.com/ipl/playerimages/Faf%20Du%20Plessis.png?v=1,Faf Du Plessis,RCB,438,15,15,0,64,29.2,271,161.62,0,4,47,21,https://scores.iplt20.com/ipl/teamlogos/RCB.png?v=1
14,https://scores.iplt20.com/ipl/playerimages/Phil%20Salt.png?v=1,Phil Salt,KKR,435,12,12,1,89,39.55,239,182,0,4,50,24,https://scores.iplt20.com/ipl/teamlogos/KKR.png?v=1
15,https://scores.iplt20.com/ipl/playerimages/Yashasvi%20Jaiswal.png?v=1,Yashasvi Jaiswal,RR,435,16,15,1,104,31.07,279,155.91,1,1,54,16,https://scores.iplt20.com/ipl/teamlogos/RR.png?v=1
16,https://scores.iplt20.com/ipl/playerimages/Shubman%20Gill.png?v=1,Shubman Gill,GT,426,12,12,1,104,38.73,289,147.4,1,2,37,15,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1
17,https://scores.iplt20.com/ipl/playerimages/Rohit%20Sharma.png?v=1,Rohit Sharma,MI,417,14,14,1,105,32.08,278,150,1,1,45,23,https://scores.iplt20.com/ipl/teamlogos/MI.png?v=1
18,https://scores.iplt20.com/ipl/playerimages/Tilak%20Varma.png?v=1,Tilak Varma,MI,416,13,13,3,65,41.6,278,149.64,0,3,35,19,https://scores.iplt20.com/ipl/teamlogos/MI.png?v=1
19,https://scores.iplt20.com/ipl/playerimages/Shivam%20Dube.png?v=1,Shivam Dube,CSK,396,14,14,3,66,36,244,162.29,0,3,28,28,https://scores.iplt20.com/ipl/teamlogos/CSK.png?v=1
20,https://scores.iplt20.com/ipl/playerimages/Rajat%20Patidar.png?v=1,Rajat Patidar,RCB,395,15,13,0,55,30.38,223,177.13,0,5,21,33,https://scores.iplt20.com/ipl/teamlogos/RCB.png?v=1
21,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png?v=1,Marcus Stoinis,LSG,388,14,14,2,124,32.33,263,147.52,1,2,39,16,https://scores.iplt20.com/ipl/teamlogos/LSG.png?v=1
22,https://scores.iplt20.com/ipl/playerimages/Tristan%20Stubbs.png?v=1,Tristan Stubbs,DC,378,14,13,6,71,54,198,190.9,0,3,24,26,https://scores.iplt20.com/ipl/teamlogos/DC.png?v=1
23,https://scores.iplt20.com/ipl/playerimages/Venkatesh%20Iyer.png?v=1,Venkatesh Iyer,KKR,370,15,13,5,70,46.25,233,158.79,0,4,35,19,https://scores.iplt20.com/ipl/teamlogos/KKR.png?v=1
24,https://scores.iplt20.com/ipl/playerimages/Jos%20Buttler.png?v=1,Jos Buttler,RR,359,11,11,2,107,39.89,255,140.78,2,0,36,12,https://scores.iplt20.com/ipl/teamlogos/RR.png?v=1
25,https://scores.iplt20.com/ipl/playerimages/Shashank%20Singh.png?v=1,Shashank Singh,PBKS,354,14,14,6,68,44.25,215,164.65,0,2,28,21,https://scores.iplt20.com/ipl/teamlogos/PBKS.png?v=1
26,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Iyer.png?v=1,Shreyas Iyer,KKR,351,15,14,5,58,39,239,146.86,0,2,34,14,https://scores.iplt20.com/ipl/teamlogos/KKR.png?v=1
27,https://scores.iplt20.com/ipl/playerimages/Suryakumar%20Yadav.png?v=1,Suryakumar Yadav,MI,345,11,11,1,102,34.5,206,167.47,1,3,36,18,https://scores.iplt20.com/ipl/teamlogos/MI.png?v=1
28,https://scores.iplt20.com/ipl/playerimages/Prabhsimran%20Singh.png?v=1,Prabhsimran Singh,PBKS,334,14,14,0,71,23.86,213,156.8,0,2,34,20,https://scores.iplt20.com/ipl/teamlogos/PBKS.png?v=1
29,https://scores.iplt20.com/ipl/playerimages/Jake%20Fraser%20-%20McGurk.png?v=1,Jake Fraser - McGurk,DC,330,9,9,0,84,36.67,141,234.04,0,4,32,28,https://scores.iplt20.com/ipl/teamlogos/DC.png?v=1
30,https://scores.iplt20.com/ipl/playerimages/Abishek%20Porel.png?v=1,Abishek Porel,DC,327,14,12,2,65,32.7,205,159.51,0,2,36,13,https://scores.iplt20.com/ipl/teamlogos/DC.png?v=1
