Player,Opponent Team,Venue,Avg Run,Avg Run WV,Strike Rate,Strike Rate WV,Economy,Economy WV,Wickets per Match,Wickets per Match WV,Bowling Avg,Bowling Avg WV,Win Percentage
VRV Singh,Delhi Daredevils,Newlands,10,10,70,70,5.0,9.571428571428571,0.0,1.0,65,22.333333333333332,66
VRV Singh,Delhi Daredevils,Feroz Shah Kotla,10,10,70,70,16.5,9.571428571428571,0.0,1.0,65,22.333333333333332,66
VRV Singh,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",10,10,70,70,7.25,9.571428571428571,3.0,1.0,9.666666666666666,22.333333333333332,66
Mohammed Siraj,Sunrisers Hyderabad,Sharjah Cricket Stadium,2.0,4.25,66,73,12.0,7.9393939393939394,0.0,1.0,65,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,Sheikh Zayed Stadium,10.0,4.25,142,73,8.25,7.9393939393939394,2.0,1.0,16.5,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",10,4.25,70,70,5.666666666666667,7.9393939393939394,0.0,1.0,65,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",2.0,4.25,50,73,7.5,7.9393939393939394,0.0,1.0,65,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,M.Chinnaswamy Stadium,10,4.25,70,70,11.25,7.9393939393939394,1.0,1.0,45.0,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",10,4.25,70,70,7.25,7.9393939393939394,2.0,1.0,14.5,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,3.0,4.25,33,73,8.125,7.9393939393939394,2.0,1.0,16.25,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",10,4.25,70,70,9.333333333333334,7.9393939393939394,0.0,1.0,65,26.2,40
Mohammed Siraj,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",10,4.25,70,70,4.5,7.9393939393939394,1.0,1.0,18.0,26.2,40
Mohammed Siraj,Kings XI Punjab,Holkar Cricket Stadium,10,10,70,70,5.666666666666667,11.5,1.0,0.6666666666666666,17.0,57.5,66
Mohammed Siraj,Kings XI Punjab,Sharjah Cricket Stadium,10,10,70,70,14.666666666666666,11.5,0.0,0.6666666666666666,65,57.5,66
Mohammed Siraj,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,10,10,70,70,13.5,11.5,1.0,0.6666666666666666,54.0,57.5,66
Mohammed Siraj,Delhi Capitals,Dubai International Cricket Stadium,5.0,3.0,125,66,7.625,8.74074074074074,2.0,1.5,15.25,19.666666666666668,40
Mohammed Siraj,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",10,3.0,70,70,12.0,8.74074074074074,1.0,1.5,48.0,19.666666666666668,40
Mohammed Siraj,Delhi Capitals,Sheikh Zayed Stadium,10,3.0,70,70,10.0,8.74074074074074,1.0,1.5,30.0,19.666666666666668,40
Mohammed Siraj,Delhi Capitals,M.Chinnaswamy Stadium,1.0,3.0,20,66,7.0,8.74074074074074,1.0,1.5,14.0,19.666666666666668,40
Mohammed Siraj,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",10,3.0,70,70,5.75,8.74074074074074,3.0,1.5,7.666666666666667,19.666666666666668,40
Mohammed Siraj,Delhi Capitals,"Arun Jaitley Stadium, Delhi",10,3.0,70,70,14.5,8.74074074074074,0.0,1.5,65,19.666666666666668,40
Mohammed Siraj,Delhi Capitals,"Wankhede Stadium, Mumbai",10,3.0,70,70,7.75,8.74074074074074,2.0,1.5,15.5,19.666666666666668,40
Mohammed Siraj,Gujarat Lions,Green Park,10,10,70,70,8.0,8.0,4.0,4.0,8.0,8.0,100
Mohammed Siraj,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",10,4.0,70,70,12.75,8.35897435897436,0.0,0.8181818181818182,65,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,Dubai International Cricket Stadium,10,4.0,70,70,5.333333333333333,8.35897435897436,1.0,0.8181818181818182,16.0,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,Sheikh Zayed Stadium,10,4.0,70,70,7.25,8.35897435897436,2.0,0.8181818181818182,14.5,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,M.Chinnaswamy Stadium,10,4.0,70,70,8.375,8.35897435897436,2.0,0.8181818181818182,16.75,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,Wankhede Stadium,8.0,4.0,266,200,9.166666666666666,8.35897435897436,0.5,0.8181818181818182,55.0,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",10,4.0,70,70,5.25,8.35897435897436,1.0,0.8181818181818182,21.0,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",0.0,4.0,0,200,5.5,8.35897435897436,0.0,0.8181818181818182,65,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,"Wankhede Stadium, Mumbai",10,4.0,70,70,10.666666666666666,8.35897435897436,0.0,0.8181818181818182,65,36.22222222222222,50
Mohammed Siraj,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",10,4.0,70,70,11.0,8.35897435897436,0.0,0.8181818181818182,65,36.22222222222222,50
Mohammed Siraj,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",14.0,7.25,127,87,9.25,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",10,7.25,70,70,11.0,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Chennai Super Kings,Sharjah Cricket Stadium,10,7.25,70,70,7.666666666666667,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Chennai Super Kings,Dubai International Cricket Stadium,10,7.25,70,70,14.5,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Chennai Super Kings,M.Chinnaswamy Stadium,10,7.25,70,70,12.0,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",10,7.25,70,70,7.5,9.037037037037036,1.0,0.2222222222222222,30.0,122.0,40
Mohammed Siraj,Chennai Super Kings,MA Chidambaram Stadium,0.0,7.25,0,87,2.5,9.037037037037036,1.0,0.2222222222222222,5.0,122.0,40
Mohammed Siraj,Chennai Super Kings,Maharashtra Cricket Association Stadium,3.0,7.25,42,87,9.0,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Chennai Super Kings,"Wankhede Stadium, Mumbai",12.0,7.25,85,87,8.0,9.037037037037036,0.0,0.2222222222222222,65,122.0,40
Mohammed Siraj,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",10,0.0,70,70,8.0,8.333333333333334,1.0,1.5,32.0,20.833333333333332,100
Mohammed Siraj,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0.0,0.0,0,0,8.333333333333334,8.333333333333334,1.0,1.5,25.0,20.833333333333332,100
Mohammed Siraj,Lucknow Super Giants,"Eden Gardens, Kolkata",10,0.0,70,70,10.5,8.333333333333334,1.0,1.5,42.0,20.833333333333332,100
Mohammed Siraj,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",10,0.0,70,70,6.5,8.333333333333334,3.0,1.5,8.666666666666666,20.833333333333332,100
Mohammed Siraj,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",10,8.0,70,70,7.0,7.72093023255814,1.0,1.1666666666666667,28.0,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,Sharjah Cricket Stadium,10,8.0,70,70,6.142857142857143,7.72093023255814,1.5,1.1666666666666667,14.333333333333334,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,"Eden Gardens, Kolkata",10,8.0,70,70,12.5,7.72093023255814,1.0,1.1666666666666667,50.0,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,Sheikh Zayed Stadium,10,8.0,70,70,2.25,7.72093023255814,3.0,1.1666666666666667,3.0,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",8.0,8.0,80,80,6.0,7.72093023255814,0.0,1.1666666666666667,65,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,M.Chinnaswamy Stadium,10,8.0,70,70,10.857142857142858,7.72093023255814,1.5,1.1666666666666667,25.333333333333332,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",10,8.0,70,70,8.25,7.72093023255814,1.0,1.1666666666666667,33.0,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",10,8.0,70,70,5.666666666666667,7.72093023255814,0.0,1.1666666666666667,65,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,Eden Gardens,10,8.0,70,70,9.5,7.72093023255814,0.0,1.1666666666666667,65,23.714285714285715,40
Mohammed Siraj,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",10,8.0,70,70,6.5,7.72093023255814,2.0,1.1666666666666667,13.0,23.714285714285715,40
Mohammed Siraj,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",5.0,6.666666666666667,100,105,7.5,8.32258064516129,2.0,1.0,15.0,28.666666666666668,33
Mohammed Siraj,Rajasthan Royals,Dubai International Cricket Stadium,10,6.666666666666667,70,70,6.0,8.32258064516129,0.0,1.0,65,28.666666666666668,33
Mohammed Siraj,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",10,6.666666666666667,70,70,15.5,8.32258064516129,0.0,1.0,65,28.666666666666668,33
Mohammed Siraj,Rajasthan Royals,Sawai Mansingh Stadium,14.0,6.666666666666667,107,105,7.375,8.32258064516129,1.0,1.0,29.5,28.666666666666668,33
Mohammed Siraj,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",1.0,6.666666666666667,100,105,10.0,8.32258064516129,1.0,1.0,40.0,28.666666666666668,33
Mohammed Siraj,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",10,6.666666666666667,70,70,5.0,8.32258064516129,1.0,1.0,10.0,28.666666666666668,33
Mohammed Siraj,Rajasthan Royals,"Wankhede Stadium, Mumbai",10,6.666666666666667,70,70,8.75,8.32258064516129,1.5,1.0,23.333333333333332,28.666666666666668,33
Mohammed Siraj,Delhi Daredevils,Feroz Shah Kotla,10,10,70,70,10.25,10.125,2.0,1.25,20.5,32.4,75
Mohammed Siraj,Delhi Daredevils,M.Chinnaswamy Stadium,10,10,70,70,9.0,10.125,0.0,1.25,65,32.4,75
Mohammed Siraj,Delhi Daredevils,Arun Jaitley Stadium,10,10,70,70,11.5,10.125,1.0,1.25,46.0,32.4,75
Mohammed Siraj,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",10,10,70,70,9.75,10.125,2.0,1.25,19.5,32.4,75
Mohammed Siraj,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,10,10,70,70,10.75,10.75,0.0,0.0,65,65,40
Mohammed Siraj,Gujarat Titans,"Brabourne Stadium, Mumbai",10,10,70,70,9.75,9.375,0.0,1.0,65,37.5,40
Mohammed Siraj,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",10,10,70,70,9.0,9.375,2.0,1.0,18.0,37.5,40
Mohammed Siraj,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",10,4.5,70,70,15.0,10.411764705882353,2.0,1.2,30.0,29.5,40
Mohammed Siraj,Punjab Kings,Sharjah Cricket Stadium,10,4.5,70,70,8.5,10.411764705882353,0.0,1.2,65,29.5,40
Mohammed Siraj,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",0.0,4.5,0,64,8.333333333333334,10.411764705882353,0.0,1.2,65,29.5,40
Mohammed Siraj,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",10,4.5,70,70,5.5,10.411764705882353,4.0,1.2,5.5,29.5,40
Mohammed Siraj,Punjab Kings,"Brabourne Stadium, Mumbai",9.0,4.5,69,64,18.0,10.411764705882353,0.0,1.2,65,29.5,40
KK Cooper,Sunrisers Hyderabad,Feroz Shah Kotla,10,26.0,70,70,9.0,9.833333333333334,0.0,1.0,65,39.333333333333336,40
KK Cooper,Sunrisers Hyderabad,Sawai Mansingh Stadium,10,26.0,70,70,10.5,9.833333333333334,1.0,1.0,42.0,39.333333333333336,40
KK Cooper,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",26.0,26.0,216,216,10.0,9.833333333333334,2.0,1.0,20.0,39.333333333333336,40
KK Cooper,Kings XI Punjab,Sawai Mansingh Stadium,11.0,6.5,366,260,8.571428571428571,7.733333333333333,3.0,2.25,10.0,12.88888888888889,50
KK Cooper,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,6.5,100,260,7.0,7.733333333333333,1.5,2.25,18.666666666666668,12.88888888888889,50
KK Cooper,Royal Challengers Bangalore,Sawai Mansingh Stadium,8.0,8.0,133,133,10.5,10.5,0.0,0.0,65,65,40
KK Cooper,Mumbai Indians,Sawai Mansingh Stadium,10,7.5,70,70,8.333333333333334,9.0,1.0,1.3333333333333333,25.0,24.75,40
KK Cooper,Mumbai Indians,Wankhede Stadium,10.5,7.5,210,142,9.25,9.0,1.6666666666666667,1.3333333333333333,22.2,24.75,40
KK Cooper,Mumbai Indians,"Sardar Patel Stadium, Motera",5.0,7.5,55,142,9.0,9.0,0.0,1.3333333333333333,65,24.75,40
KK Cooper,Mumbai Indians,Eden Gardens,4.0,7.5,200,142,8.75,9.0,2.0,1.3333333333333333,17.5,24.75,40
KK Cooper,Chennai Super Kings,Sawai Mansingh Stadium,10,10,70,70,8.0,8.1875,2.0,1.25,16.0,26.2,25
KK Cooper,Chennai Super Kings,JSCA International Stadium Complex,10,10,70,70,6.5,8.1875,1.0,1.25,26.0,26.2,25
KK Cooper,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10,10,70,70,9.125,8.1875,1.0,1.25,36.5,26.2,25
KK Cooper,Kolkata Knight Riders,Sawai Mansingh Stadium,2.5,2.5,71,71,5.5,5.5,3.0,3.0,7.333333333333333,7.333333333333333,100
KK Cooper,Delhi Daredevils,Feroz Shah Kotla,2.0,17.0,100,178,6.75,6.7272727272727275,1.5,1.3333333333333333,18.0,18.5,100
KK Cooper,Delhi Daredevils,"Sardar Patel Stadium, Motera",32.0,17.0,188,178,6.666666666666667,6.7272727272727275,1.0,1.3333333333333333,20.0,18.5,100
KK Cooper,Pune Warriors,Sawai Mansingh Stadium,10,10,70,70,9.75,8.25,1.0,0.5,39.0,66.0,50
KK Cooper,Pune Warriors,Subrata Roy Sahara Stadium,10,10,70,70,6.75,8.25,0.0,0.5,65,66.0,50
JA Morkel,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,10,10,70,70,11.666666666666666,11.666666666666666,0.0,0.0,65,65,40
JA Morkel,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,14.0,12.444444444444445,175,133,9.875,8.075,1.0,1.2727272727272727,39.5,23.071428571428573,44
JA Morkel,Kings XI Punjab,Dubai International Cricket Stadium,15.0,12.444444444444445,107,133,12.0,8.075,0.0,1.2727272727272727,65,23.071428571428573,44
JA Morkel,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",10,12.444444444444445,70,70,12.666666666666666,8.075,1.0,1.2727272727272727,38.0,23.071428571428573,44
JA Morkel,Kings XI Punjab,Wankhede Stadium,10,12.444444444444445,70,70,6.75,8.075,2.0,1.2727272727272727,13.5,23.071428571428573,44
JA Morkel,Kings XI Punjab,SuperSport Park,2.0,12.444444444444445,100,133,12.0,8.075,1.0,1.2727272727272727,36.0,23.071428571428573,44
JA Morkel,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",12.75,12.444444444444445,115,133,6.1875,8.075,1.75,1.2727272727272727,14.142857142857142,23.071428571428573,44
JA Morkel,Kings XI Punjab,M Chinnaswamy Stadium,16.0,12.444444444444445,200,133,5.0,8.075,1.0,1.2727272727272727,20.0,23.071428571428573,44
JA Morkel,Gujarat Lions,Maharashtra Cricket Association Stadium,10,10,70,70,15.0,15.0,0.0,0.0,65,65,40
JA Morkel,Royal Challengers Bangalore,New Wanderers Stadium,20.0,11.545454545454545,105,132,8.666666666666666,8.119047619047619,1.0,1.25,26.0,22.733333333333334,54
JA Morkel,Royal Challengers Bangalore,Wankhede Stadium,28.0,11.545454545454545,280,132,10.25,8.119047619047619,0.0,1.25,65,22.733333333333334,54
JA Morkel,Royal Challengers Bangalore,St George's Park,5.0,11.545454545454545,166,132,6.0,8.119047619047619,1.0,1.25,12.0,22.733333333333334,54
JA Morkel,Royal Challengers Bangalore,Kingsmead,9.0,11.545454545454545,128,132,3.25,8.119047619047619,2.0,1.25,6.5,22.733333333333334,54
JA Morkel,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",8.2,11.545454545454545,151,132,8.789473684210526,8.119047619047619,1.6,1.25,20.875,22.733333333333334,54
JA Morkel,Royal Challengers Bangalore,M Chinnaswamy Stadium,12.0,11.545454545454545,80,132,8.2,8.119047619047619,1.0,1.25,27.333333333333332,22.733333333333334,54
JA Morkel,Deccan Chargers,Buffalo Park,4.0,15.333333333333334,80,145,8.333333333333334,8.466666666666667,2.0,1.3333333333333333,12.5,21.166666666666668,66
JA Morkel,Deccan Chargers,Dr DY Patil Sports Academy,4.0,15.333333333333334,100,145,5.0,8.466666666666667,1.0,1.3333333333333333,15.0,21.166666666666668,66
JA Morkel,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,15.333333333333334,50,145,10.0,8.466666666666667,0.0,1.3333333333333333,65,21.166666666666668,66
JA Morkel,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",12.0,15.333333333333334,100,145,10.25,8.466666666666667,3.0,1.3333333333333333,13.666666666666666,21.166666666666668,66
JA Morkel,Deccan Chargers,Kingsmead,13.0,15.333333333333334,185,145,10.0,8.466666666666667,0.0,1.3333333333333333,65,21.166666666666668,66
JA Morkel,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",25.75,15.333333333333334,163,145,8.2,8.466666666666667,1.5,1.3333333333333333,20.5,21.166666666666668,66
JA Morkel,Mumbai Indians,Dubai International Cricket Stadium,10,6.5,70,70,8.0,7.842105263157895,1.0,1.0909090909090908,24.0,24.833333333333332,16
JA Morkel,Mumbai Indians,"Brabourne Stadium, Mumbai",10,6.5,70,70,6.75,7.842105263157895,0.0,1.0909090909090908,65,24.833333333333332,16
JA Morkel,Mumbai Indians,Feroz Shah Kotla,10,6.5,70,70,9.333333333333334,7.842105263157895,1.0,1.0909090909090908,28.0,24.833333333333332,16
JA Morkel,Mumbai Indians,Wankhede Stadium,3.6666666666666665,6.5,73,97,10.0,7.842105263157895,0.3333333333333333,1.0909090909090908,100.0,24.833333333333332,16
JA Morkel,Mumbai Indians,Dr DY Patil Sports Academy,15.0,6.5,250,97,6.666666666666667,7.842105263157895,2.0,1.0909090909090908,10.0,24.833333333333332,16
JA Morkel,Mumbai Indians,Eden Gardens,10.0,6.5,100,97,4.666666666666667,7.842105263157895,2.0,1.0909090909090908,7.0,24.833333333333332,16
JA Morkel,Mumbai Indians,St George's Park,10,6.5,70,70,7.75,7.842105263157895,3.0,1.0909090909090908,10.333333333333334,24.833333333333332,16
JA Morkel,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",3.0,6.5,33,97,5.0,7.842105263157895,0.0,1.0909090909090908,65,24.833333333333332,16
JA Morkel,Mumbai Indians,M Chinnaswamy Stadium,10,6.5,70,70,8.5,7.842105263157895,2.0,1.0909090909090908,17.0,24.833333333333332,16
JA Morkel,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,8.0,40.5,100,120,7.0,8.833333333333334,2.0,1.0,10.5,26.5,50
JA Morkel,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",73.0,40.5,123,120,10.666666666666666,8.833333333333334,0.0,1.0,65,26.5,50
JA Morkel,Kolkata Knight Riders,Sharjah Cricket Stadium,6.0,15.142857142857142,120,137,10.5,8.75,1.0,0.6666666666666666,21.0,39.375,14
JA Morkel,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,16.0,15.142857142857142,177,137,12.0,8.75,3.0,0.6666666666666666,12.0,39.375,14
JA Morkel,Kolkata Knight Riders,SuperSport Park,21.0,15.142857142857142,190,137,13.0,8.75,0.0,0.6666666666666666,65,39.375,14
JA Morkel,Kolkata Knight Riders,Eden Gardens,17.5,15.142857142857142,100,137,7.333333333333333,8.75,0.4,0.6666666666666666,55.0,39.375,14
JA Morkel,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",14.0,15.142857142857142,164,137,8.384615384615385,8.75,0.5,0.6666666666666666,54.5,39.375,14
JA Morkel,Kochi Tuskers Kerala,Nehru Stadium,9.0,11.0,225,157,8.5,8.5,0.0,0.0,65,65,50
JA Morkel,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",13.0,11.0,130,157,16,8.5,0,0.0,65,65,50
JA Morkel,Rajasthan Royals,Sheikh Zayed Stadium,7.0,25.4,53,158,16,8.63888888888889,0,1.4545454545454546,65,19.4375,40
JA Morkel,Rajasthan Royals,Sawai Mansingh Stadium,21.666666666666668,25.4,147,158,7.714285714285714,8.63888888888889,0.3333333333333333,1.4545454545454546,54.0,19.4375,40
JA Morkel,Rajasthan Royals,De Beers Diamond Oval,10,25.4,70,70,8.0,8.63888888888889,1.0,1.4545454545454546,24.0,19.4375,40
JA Morkel,Rajasthan Royals,"Sardar Patel Stadium, Motera",28.0,25.4,233,158,11.5,8.63888888888889,2.0,1.4545454545454546,23.0,19.4375,40
JA Morkel,Rajasthan Royals,Dr DY Patil Sports Academy,16.0,25.4,114,158,6.75,8.63888888888889,4.0,1.4545454545454546,6.75,19.4375,40
JA Morkel,Rajasthan Royals,SuperSport Park,4.0,25.4,400,158,5.25,8.63888888888889,2.0,1.4545454545454546,10.5,19.4375,40
JA Morkel,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",66.5,25.4,177,158,9.916666666666666,8.63888888888889,2.0,1.4545454545454546,19.833333333333332,19.4375,40
JA Morkel,Rajasthan Royals,M Chinnaswamy Stadium,1.0,25.4,100,158,10.0,8.63888888888889,0.0,1.4545454545454546,65,19.4375,40
JA Morkel,Delhi Daredevils,Sharjah Cricket Stadium,10,10.0,70,70,6.0,8.159090909090908,1.0,0.9230769230769231,18.0,29.916666666666668,50
JA Morkel,Delhi Daredevils,Feroz Shah Kotla,10.666666666666666,10.0,152,133,8.166666666666666,8.159090909090908,0.75,0.9230769230769231,32.666666666666664,29.916666666666668,50
JA Morkel,Delhi Daredevils,New Wanderers Stadium,6.0,10.0,150,133,8.0,8.159090909090908,1.0,0.9230769230769231,32.0,29.916666666666668,50
JA Morkel,Delhi Daredevils,Kingsmead,13.0,10.0,92,133,10.25,8.159090909090908,1.0,0.9230769230769231,41.0,29.916666666666668,50
JA Morkel,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",9.666666666666666,10.0,138,133,8.095238095238095,8.159090909090908,1.0,0.9230769230769231,28.333333333333332,29.916666666666668,50
JA Morkel,Pune Warriors,Subrata Roy Sahara Stadium,3.0,5.333333333333333,100,84,8.6,8.11111111111111,0.5,1.6666666666666667,43.0,14.6,33
JA Morkel,Pune Warriors,"MA Chidambaram Stadium, Chepauk",6.5,5.333333333333333,81,84,7.5,8.11111111111111,4.0,1.6666666666666667,7.5,14.6,33
SC Ganguly,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",23.666666666666668,33.57142857142857,120,128,16,6.6,0,1.0,65,16.5,42
SC Ganguly,Kings XI Punjab,Subrata Roy Sahara Stadium,20.0,33.57142857142857,111,128,16,6.6,0,1.0,65,16.5,42
SC Ganguly,Kings XI Punjab,Eden Gardens,61.0,33.57142857142857,137,128,16,6.6,0,1.0,65,16.5,42
SC Ganguly,Kings XI Punjab,St George's Park,22.0,33.57142857142857,129,128,9.0,6.6,0.0,1.0,65,16.5,42
SC Ganguly,Kings XI Punjab,Kingsmead,10,33.57142857142857,70,70,6.0,6.6,2.0,1.0,12.0,16.5,42
SC Ganguly,Royal Challengers Bangalore,SuperSport Park,4.0,13.857142857142858,66,85,16,6.0,0,1.0,65,16.5,42
SC Ganguly,Royal Challengers Bangalore,Eden Gardens,21.5,13.857142857142858,91,85,5.2,6.0,0.5,1.0,26.0,16.5,42
SC Ganguly,Royal Challengers Bangalore,Kingsmead,1.0,13.857142857142858,12,85,8.5,6.0,0.0,1.0,65,16.5,42
SC Ganguly,Royal Challengers Bangalore,M Chinnaswamy Stadium,16.333333333333332,13.857142857142858,94,85,5.75,6.0,3.0,1.0,7.666666666666667,16.5,42
SC Ganguly,Deccan Chargers,Newlands,1.0,32.7,8,106,8.0,9.25,0.0,0.6666666666666666,65,37.0,50
SC Ganguly,Deccan Chargers,New Wanderers Stadium,33.0,32.7,80,106,16,9.25,0,0.6666666666666666,65,37.0,50
SC Ganguly,Deccan Chargers,Subrata Roy Sahara Stadium,23.0,32.7,109,106,16,9.25,0,0.6666666666666666,65,37.0,50
SC Ganguly,Deccan Chargers,Barabati Stadium,45.0,32.7,104,106,13.333333333333334,9.25,0.0,0.6666666666666666,65,37.0,50
SC Ganguly,Deccan Chargers,Dr DY Patil Sports Academy,0.0,32.7,0,106,16,9.25,0,0.6666666666666666,65,37.0,50
SC Ganguly,Deccan Chargers,Eden Gardens,51.0,32.7,110,106,16,9.25,0,0.6666666666666666,65,37.0,50
SC Ganguly,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",61.5,32.7,136,106,6.5,9.25,2.0,0.6666666666666666,13.0,37.0,50
SC Ganguly,Mumbai Indians,Brabourne Stadium,31.0,18.125,88,92,16,10.75,0,0.0,65,65,25
SC Ganguly,Mumbai Indians,Wankhede Stadium,9.0,18.125,69,92,16,10.75,0,0.0,65,65,25
SC Ganguly,Mumbai Indians,Buffalo Park,0.0,18.125,0,92,16,10.75,0,0.0,65,65,25
SC Ganguly,Mumbai Indians,Subrata Roy Sahara Stadium,16.0,18.125,59,92,16,10.75,0,0.0,65,65,25
SC Ganguly,Mumbai Indians,Eden Gardens,23.0,18.125,121,92,9.0,10.75,0.0,0.0,65,65,25
SC Ganguly,Mumbai Indians,St George's Park,34.0,18.125,113,92,16.0,10.75,0.0,0.0,65,65,25
SC Ganguly,Chennai Super Kings,Subrata Roy Sahara Stadium,16.0,11.285714285714286,94,65,16,16,0,0,65,65,28
SC Ganguly,Chennai Super Kings,SuperSport Park,4.0,11.285714285714286,28,65,16,16,0,0,65,65,28
SC Ganguly,Chennai Super Kings,Eden Gardens,6.5,11.285714285714286,43,65,16,16,0,0,65,65,28
SC Ganguly,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",15.333333333333334,11.285714285714286,77,65,16,16,0,0,65,65,28
SC Ganguly,Kolkata Knight Riders,Subrata Roy Sahara Stadium,5.0,19.666666666666668,62,86,8.5,8.5,0.0,0.0,65,65,40
SC Ganguly,Kolkata Knight Riders,Dr DY Patil Sports Academy,18.0,19.666666666666668,75,86,16,8.5,0,0.0,65,65,40
SC Ganguly,Kolkata Knight Riders,Eden Gardens,36.0,19.666666666666668,100,86,16,8.5,0,0.0,65,65,40
SC Ganguly,Rajasthan Royals,Newlands,46.0,31.625,135,116,8.0,10.333333333333334,0.0,0.3333333333333333,65,62.0,25
