Player,Opponent Team,Venue,Match ID,Avg Run,Strike Rate,Economy,Bowling Avg,Wickets per Match
S Badrinath,Deccan Chargers,Dr DY Patil Sports Academy,419163,37.0,90,16,65,0
S Anirudha,Deccan Chargers,Dr DY Patil Sports Academy,419163,24.0,160,16,65,0
MS Dhoni,Deccan Chargers,Dr DY Patil Sports Academy,419163,30.0,90,16,65,0
M Muralitharan,Deccan Chargers,Dr DY Patil Sports Academy,419163,10,70,4.25,17.0,1.0
MD Mishra,Chennai Super Kings,Dr DY Patil Sports Academy,419163,2.0,40,16,65,0
A Symonds,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,2.0,25,6.0,65,0.0
P Kumar,Deccan Chargers,Dr DY Patil Sports Academy,419164,10,70,4.75,9.5,2.0
R Sharma,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,0.0,0,8.333333333333334,25.0,1.0
DR Smith,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,5.0,50,16,65,0
B Akhil,Deccan Chargers,Dr DY Patil Sports Academy,419164,10,70,6.0,65,0.0
MD Mishra,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,0.0,0,16,65,0
KP Pietersen,Deccan Chargers,Dr DY Patil Sports Academy,419164,29.0,138,10.0,65,0.0
A Kumble,Deccan Chargers,Dr DY Patil Sports Academy,419164,10,70,4.0,4.0,4.0
RJ Harris,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,3.0,30,4.666666666666667,65,0.0
JH Kallis,Deccan Chargers,Dr DY Patil Sports Academy,419164,19.0,57,1.5,1.5,2.0
PP Ojha,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,0.0,0,5.5,65,0.0
R Dravid,Deccan Chargers,Dr DY Patil Sports Academy,419164,35.0,116,16,65,0
AC Gilchrist,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,4.0,100,16,65,0
Anirudh Singh,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,40.0,95,16,65,0
DW Steyn,Deccan Chargers,Dr DY Patil Sports Academy,419164,10,70,3.6666666666666665,11.0,1.0
Y Venugopal Rao,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,24.0,88,16,65,0
RG Sharma,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,0.0,0,16,65,0
Harmeet Singh,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419164,10,70,7.0,65,0.0
ND Doshi,Deccan Chargers,Dr DY Patil Sports Academy,419164,10,70,4.25,17.0,1.0
Z Khan,Chennai Super Kings,Dr DY Patil Sports Academy,419165,1.0,33,8.5,34.0,1.0
JP Duminy,Chennai Super Kings,Dr DY Patil Sports Academy,419165,6.0,85,16,65,0
CRD Fernando,Chennai Super Kings,Dr DY Patil Sports Academy,419165,2.0,100,6.25,12.5,2.0
JA Morkel,Mumbai Indians,Dr DY Patil Sports Academy,419165,15.0,250,6.666666666666667,10.0,2.0
AM Nayar,Chennai Super Kings,Dr DY Patil Sports Academy,419165,27.0,103,16,65,0
AT Rayudu,Chennai Super Kings,Dr DY Patil Sports Academy,419165,21.0,140,16,65,0
DE Bollinger,Mumbai Indians,Dr DY Patil Sports Academy,419165,10,70,7.75,15.5,2.0
S Dhawan,Chennai Super Kings,Dr DY Patil Sports Academy,419165,0.0,0,16,65,0
M Vijay,Mumbai Indians,Dr DY Patil Sports Academy,419165,26.0,130,16,65,0
ML Hayden,Mumbai Indians,Dr DY Patil Sports Academy,419165,17.0,54,16,65,0
SB Jakati,Mumbai Indians,Dr DY Patil Sports Academy,419165,10,70,9.333333333333334,14.0,2.0
R Ashwin,Mumbai Indians,Dr DY Patil Sports Academy,419165,10,70,6.0,65,0.0
SS Tiwary,Chennai Super Kings,Dr DY Patil Sports Academy,419165,0.0,0,16,65,0
KA Pollard,Chennai Super Kings,Dr DY Patil Sports Academy,419165,27.0,270,11.25,45.0,1.0
SK Raina,Mumbai Indians,Dr DY Patil Sports Academy,419165,57.0,154,10.5,10.5,2.0
S Badrinath,Mumbai Indians,Dr DY Patil Sports Academy,419165,14.0,127,16,65,0
S Anirudha,Mumbai Indians,Dr DY Patil Sports Academy,419165,6.0,150,16,65,0
Harbhajan Singh,Chennai Super Kings,Dr DY Patil Sports Academy,419165,1.0,50,7.75,65,0.0
SR Tendulkar,Chennai Super Kings,Dr DY Patil Sports Academy,419165,48.0,97,16,65,0
SL Malinga,Chennai Super Kings,Dr DY Patil Sports Academy,419165,1.0,100,8.25,33.0,1.0
M Muralitharan,Mumbai Indians,Dr DY Patil Sports Academy,419165,10,70,5.5,22.0,1.0
MS Dhoni,Mumbai Indians,Dr DY Patil Sports Academy,419165,22.0,146,16,65,0
YK Pathan,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,11.0,91,6.333333333333333,19.0,1.0
R Bhatia,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,0.0,0,6.333333333333333,65,0.0
S Ladda,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,10,70,9.666666666666666,65,0.0
MS Bisla,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,27.0,93,16,65,0
JA Morkel,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,15.0,166,10.666666666666666,65,0.0
L Balaji,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,10,70,6.5,65,0.0
Iqbal Abdulla,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,3.0,100,6.5,26.0,1.0
SB Styris,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,5.0,250,16,65,0
S Randiv,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,10,70,8.25,16.5,2.0
EJG Morgan,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,6.0,100,16,65,0
JH Kallis,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,54.0,122,11.333333333333334,17.0,2.0
MK Tiwary,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,27.0,168,16,65,0
SB Jakati,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,10,70,6.5,26.0,1.0
G Gambhir,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,1.0,50,16,65,0
M Vijay,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,4.0,100,16,65,0
SK Raina,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,33.0,113,3.0,1.5,2.0
TG Southee,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,10,70,7.75,31.0,1.0
R Ashwin,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,10,70,6.5,26.0,1.0
LR Shukla,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",501198,14.0,140,16,65,0
S Anirudha,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,64.0,114,16,65,0
MS Dhoni,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",501198,29.0,138,16,65,0
PP Ojha,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,11.0,65,0.0
JP Duminy,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,14.0,82,16,65,0
DT Christian,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,26.0,136,8.333333333333334,65,0.0
STR Binny,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,14.0,65,0.0
KC Sangakkara,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,0.0,0,16,65,0
AL Menaria,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,8.0,65,0.0
JDP Oram,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,6.5,65,0.0
SK Warne,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,5.25,10.5,2.0
A Mishra,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,2.0,100,7.0,65,0.0
R Dravid,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,28.0,77,16,65,0
I Sharma,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,1.0,100,6.5,65,0.0
B Chipli,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,6.0,66,16,65,0
S Dhawan,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,24.0,160,16,65,0
J Botha,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,67.0,142,7.75,65,0.0
DW Steyn,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,7.0,116,4.5,9.0,2.0
DB Ravi Teja,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,28.0,140,16,65,0
LRPL Taylor,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,21.0,150,16,65,0
SK Trivedi,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,3.75,5.0,3.0
AG Paunikar,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,20.0,105,16,65,0
A Singh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501199,10,70,8.75,11.666666666666666,3.0
IR Jaggi,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",501199,25.0,86,16,65,0
DPMD Jayawardene,Royal Challengers Bangalore,Nehru Stadium,501200,18.0,94,16,65,0
TM Dilshan,Kochi Tuskers Kerala,Nehru Stadium,501200,1.0,20,7.5,30.0,1.0
AB de Villiers,Kochi Tuskers Kerala,Nehru Stadium,501200,54.0,131,16,65,0
RV Gomez,Royal Challengers Bangalore,Nehru Stadium,501200,0.0,0,20.0,20.0,1.0
M Muralitharan,Royal Challengers Bangalore,Nehru Stadium,501200,10,70,6.75,65,0.0
Z Khan,Kochi Tuskers Kerala,Nehru Stadium,501200,10,70,7.75,31.0,1.0
V Kohli,Kochi Tuskers Kerala,Nehru Stadium,501200,23.0,127,7.0,14.0,1.0
RA Jadeja,Royal Challengers Bangalore,Nehru Stadium,501200,23.0,143,7.0,28.0,1.0
DL Vettori,Kochi Tuskers Kerala,Nehru Stadium,501200,10,70,4.25,17.0,1.0
RP Singh,Royal Challengers Bangalore,Nehru Stadium,501200,10,70,11.0,65,0.0
VVS Laxman,Royal Challengers Bangalore,Nehru Stadium,501200,36.0,124,16,65,0
R Vinay Kumar,Royal Challengers Bangalore,Nehru Stadium,501200,10,70,6.5,26.0,1.0
AUK Pathan,Kochi Tuskers Kerala,Nehru Stadium,501200,12.0,240,9.5,65,0.0
MA Agarwal,Kochi Tuskers Kerala,Nehru Stadium,501200,33.0,122,16,65,0
BJ Hodge,Royal Challengers Bangalore,Nehru Stadium,501200,27.0,117,16,65,0
S Sreesanth,Royal Challengers Bangalore,Nehru Stadium,501200,10,70,9.333333333333334,28.0,1.0
BB McCullum,Royal Challengers Bangalore,Nehru Stadium,501200,45.0,140,16,65,0
DP Nannes,Kochi Tuskers Kerala,Nehru Stadium,501200,10,70,10.333333333333334,31.0,1.0
SS Tiwary,Kochi Tuskers Kerala,Nehru Stadium,501200,26.0,104,16,65,0
PA Patel,Royal Challengers Bangalore,Nehru Stadium,501200,1.0,25,16,65,0
A Mithun,Kochi Tuskers Kerala,Nehru Stadium,501200,10,70,19.0,65,0.0
NV Ojha,Mumbai Indians,Feroz Shah Kotla,501201,29.0,93,16,65,0
KA Pollard,Delhi Daredevils,Feroz Shah Kotla,501201,10,70,6.0,65,0.0
RE van der Merwe,Mumbai Indians,Feroz Shah Kotla,501201,8.0,133,4.0,65,0.0
SR Tendulkar,Delhi Daredevils,Feroz Shah Kotla,501201,46.0,83,16,65,0
M Morkel,Mumbai Indians,Feroz Shah Kotla,501201,0.0,0,7.5,30.0,1.0
Harbhajan Singh,Delhi Daredevils,Feroz Shah Kotla,501201,10,70,4.666666666666667,7.0,2.0
SL Malinga,Delhi Daredevils,Feroz Shah Kotla,501201,10,70,3.25,2.6,5.0
AJ Finch,Mumbai Indians,Feroz Shah Kotla,501201,8.0,61,6.5,65,0.0
MM Patel,Delhi Daredevils,Feroz Shah Kotla,501201,10,70,6.666666666666667,65,0.0
Y Venugopal Rao,Mumbai Indians,Feroz Shah Kotla,501201,26.0,100,16,65,0
V Sehwag,Mumbai Indians,Feroz Shah Kotla,501201,19.0,118,16,65,0
AB Dinda,Mumbai Indians,Feroz Shah Kotla,501201,0.0,0,4.0,65,0.0
JEC Franklin,Delhi Daredevils,Feroz Shah Kotla,501201,10,70,9.0,65,0.0
UT Yadav,Mumbai Indians,Feroz Shah Kotla,501201,0.0,0,8.5,65,0.0
IK Pathan,Mumbai Indians,Feroz Shah Kotla,501201,0.0,0,5.0,15.0,1.0
RG Sharma,Delhi Daredevils,Feroz Shah Kotla,501201,27.0,87,16,65,0
AT Rayudu,Delhi Daredevils,Feroz Shah Kotla,501201,14.0,87,16,65,0
UBT Chand,Mumbai Indians,Feroz Shah Kotla,501201,0.0,0,16,65,0
AG Murtaza,Delhi Daredevils,Feroz Shah Kotla,501201,10,70,5.25,7.0,3.0
DJ Jacobs,Delhi Daredevils,Feroz Shah Kotla,501201,1.0,16,16,65,0
DA Warner,Mumbai Indians,Feroz Shah Kotla,501201,1.0,33,16,65,0
GC Smith,Kings XI Punjab,Dr DY Patil Sports Academy,501202,0.0,0,16,65,0
Sunny Singh,Pune Warriors,Dr DY Patil Sports Academy,501202,12.0,200,16,65,0
AC Thomas,Kings XI Punjab,Dr DY Patil Sports Academy,501202,10,70,6.75,13.5,2.0
R Sharma,Kings XI Punjab,Dr DY Patil Sports Academy,501202,10,70,6.0,65,0.0
Yuvraj Singh,Kings XI Punjab,Dr DY Patil Sports Academy,501202,21.0,131,16,65,0
P Kumar,Pune Warriors,Dr DY Patil Sports Academy,501202,3.0,50,9.333333333333334,28.0,1.0
AC Gilchrist,Pune Warriors,Dr DY Patil Sports Academy,501202,1.0,33,16,65,0
KD Karthik,Pune Warriors,Dr DY Patil Sports Academy,501202,0.0,0,16,65,0
M Manhas,Kings XI Punjab,Dr DY Patil Sports Academy,501202,35.0,106,4.666666666666667,65,0.0
SE Marsh,Pune Warriors,Dr DY Patil Sports Academy,501202,1.0,25,16,65,0
RV Uthappa,Kings XI Punjab,Dr DY Patil Sports Academy,501202,22.0,146,16,65,0
WD Parnell,Kings XI Punjab,Dr DY Patil Sports Academy,501202,10,70,6.0,24.0,1.0
AM Nayar,Pune Warriors,Dr DY Patil Sports Academy,501202,12.0,66,6.75,27.0,1.0
JD Ryder,Kings XI Punjab,Dr DY Patil Sports Academy,501202,31.0,182,3.0,9.0,1.0
SB Wagh,Kings XI Punjab,Dr DY Patil Sports Academy,501202,10,70,5.333333333333333,5.333333333333333,3.0
PC Valthaty,Pune Warriors,Dr DY Patil Sports Academy,501202,6.0,100,16,65,0
R McLaren,Pune Warriors,Dr DY Patil Sports Academy,501202,51.0,110,8.666666666666666,26.0,1.0
M Kartik,Kings XI Punjab,Dr DY Patil Sports Academy,501202,10,70,10.0,10.0,1.0
NJ Rimmington,Pune Warriors,Dr DY Patil Sports Academy,501202,1.0,100,6.666666666666667,65,0.0
PP Chawla,Pune Warriors,Dr DY Patil Sports Academy,501202,15.0,53,12.0,65,0.0
YK Pathan,Deccan Chargers,Eden Gardens,501203,22.0,137,7.666666666666667,65,0.0
RN ten Doeschate,Deccan Chargers,Eden Gardens,501203,10,70,7.0,65,0.0
PP Ojha,Kolkata Knight Riders,Eden Gardens,501203,10,70,7.5,65,0.0
JP Duminy,Kolkata Knight Riders,Eden Gardens,501203,6.0,75,11.5,23.0,1.0
R Bhatia,Deccan Chargers,Eden Gardens,501203,10,70,7.5,15.0,2.0
MS Bisla,Deccan Chargers,Eden Gardens,501203,19.0,90,16,65,0
DT Christian,Kolkata Knight Riders,Eden Gardens,501203,25.0,192,10.0,65,0.0
JD Unadkat,Deccan Chargers,Eden Gardens,501203,10,70,9.25,18.5,2.0
L Balaji,Deccan Chargers,Eden Gardens,501203,10,70,8.0,32.0,1.0
Iqbal Abdulla,Deccan Chargers,Eden Gardens,501203,10,70,6.25,8.333333333333334,3.0
KC Sangakkara,Kolkata Knight Riders,Eden Gardens,501203,16.0,106,16,65,0
JH Kallis,Deccan Chargers,Eden Gardens,501203,53.0,117,16,65,0
A Mishra,Kolkata Knight Riders,Eden Gardens,501203,12.0,200,5.0,10.0,2.0
MK Tiwary,Deccan Chargers,Eden Gardens,501203,30.0,136,16,65,0
G Gambhir,Deccan Chargers,Eden Gardens,501203,29.0,152,16,65,0
I Sharma,Kolkata Knight Riders,Eden Gardens,501203,1.0,100,9.333333333333334,65,0.0
B Chipli,Kolkata Knight Riders,Eden Gardens,501203,48.0,117,16,65,0
S Dhawan,Kolkata Knight Riders,Eden Gardens,501203,7.0,87,16,65,0
DW Steyn,Kolkata Knight Riders,Eden Gardens,501203,13.0,100,8.25,33.0,1.0
DB Ravi Teja,Kolkata Knight Riders,Eden Gardens,501203,14.0,140,9.0,65,0.0
IR Jaggi,Kolkata Knight Riders,Eden Gardens,501203,3.0,33,16,65,0
RE van der Merwe,Rajasthan Royals,Sawai Mansingh Stadium,501204,2.0,66,10.25,41.0,1.0
J Botha,Delhi Daredevils,Sawai Mansingh Stadium,501204,39.0,121,9.0,65,0.0
M Morkel,Rajasthan Royals,Sawai Mansingh Stadium,501204,10,70,3.75,15.0,1.0
AG Paunikar,Delhi Daredevils,Sawai Mansingh Stadium,501204,5.0,62,16,65,0
AJ Finch,Rajasthan Royals,Sawai Mansingh Stadium,501204,11.0,68,16,65,0
LRPL Taylor,Delhi Daredevils,Sawai Mansingh Stadium,501204,18.0,180,16,65,0
SK Trivedi,Delhi Daredevils,Sawai Mansingh Stadium,501204,10,70,9.25,37.0,1.0
A Singh,Delhi Daredevils,Sawai Mansingh Stadium,501204,10,70,4.75,19.0,1.0
V Sehwag,Rajasthan Royals,Sawai Mansingh Stadium,501204,4.0,200,16,65,0
Y Venugopal Rao,Rajasthan Royals,Sawai Mansingh Stadium,501204,60.0,146,16,65,0
AB Dinda,Rajasthan Royals,Sawai Mansingh Stadium,501204,10,70,9.5,38.0,1.0
AM Rahane,Delhi Daredevils,Sawai Mansingh Stadium,501204,18.0,105,16,65,0
IK Pathan,Rajasthan Royals,Sawai Mansingh Stadium,501204,9.0,150,10.666666666666666,32.0,1.0
AL Menaria,Delhi Daredevils,Sawai Mansingh Stadium,501204,22.0,146,16,65,0
UBT Chand,Rajasthan Royals,Sawai Mansingh Stadium,501204,2.0,20,16,65,0
SK Warne,Delhi Daredevils,Sawai Mansingh Stadium,501204,10,70,4.5,9.0,2.0
R Dravid,Delhi Daredevils,Sawai Mansingh Stadium,501204,38.0,118,16,65,0
SW Tait,Delhi Daredevils,Sawai Mansingh Stadium,501204,10,70,10.25,20.5,2.0
DA Warner,Rajasthan Royals,Sawai Mansingh Stadium,501204,54.0,122,16,65,0
S Nadeem,Rajasthan Royals,Sawai Mansingh Stadium,501204,10,70,6.5,65,0.0
NV Ojha,Rajasthan Royals,Sawai Mansingh Stadium,501204,0.0,0,16,65,0
TM Dilshan,Mumbai Indians,M Chinnaswamy Stadium,501205,59.0,109,12.0,65,0.0
KA Pollard,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,10,70,7.0,14.0,2.0
AB de Villiers,Mumbai Indians,M Chinnaswamy Stadium,501205,38.0,102,16,65,0
Z Khan,Mumbai Indians,M Chinnaswamy Stadium,501205,10,70,9.25,65,0.0
Harbhajan Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,10,70,7.0,65,0.0
SR Tendulkar,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,55.0,119,16,65,0
V Kohli,Mumbai Indians,M Chinnaswamy Stadium,501205,12.0,63,7.5,65,0.0
SL Malinga,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,10,70,8.0,16.0,2.0
MM Patel,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,10,70,4.0,65,0.0
DL Vettori,Mumbai Indians,M Chinnaswamy Stadium,501205,10,70,4.5,65,0.0
JEC Franklin,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,10,70,9.0,65,0.0
AUK Pathan,Mumbai Indians,M Chinnaswamy Stadium,501205,0.0,0,7.5,65,0.0
MA Agarwal,Mumbai Indians,M Chinnaswamy Stadium,501205,0.0,0,16,65,0
AT Rayudu,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,63.0,126,16,65,0
SS Tiwary,Mumbai Indians,M Chinnaswamy Stadium,501205,16.0,145,16,65,0
DP Nannes,Mumbai Indians,M Chinnaswamy Stadium,501205,10,70,0.0,0.0,1.0
A Mithun,Mumbai Indians,M Chinnaswamy Stadium,501205,10,70,10.333333333333334,65,0.0
DJ Jacobs,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,22.0,129,16,65,0
AG Murtaza,Royal Challengers Bangalore,M Chinnaswamy Stadium,501205,10,70,7.75,65,0.0
M Vijay,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,74.0,172,16,65,0
R Ashwin,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,10,70,9.25,65,0.0
SB Jakati,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,10,70,9.333333333333334,65,0.0
SK Raina,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,0.0,0,12.0,65,0.0
TG Southee,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,10,70,8.25,33.0,1.0
P Kumar,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,10,70,10.0,20.0,2.0
RJ Harris,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,10,70,6.25,25.0,1.0
S Badrinath,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,66.0,115,16,65,0
S Anirudha,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,0.0,0,16,65,0
KD Karthik,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,21.0,190,16,65,0
AC Gilchrist,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,19.0,126,16,65,0
MS Dhoni,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,43.0,215,16,65,0
BA Bhatt,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,10,70,11.666666666666666,65,0.0
SE Marsh,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,12.0,85,16,65,0
AM Nayar,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,0.0,0,12.0,65,0.0
PC Valthaty,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,120.0,187,16,65,0
R McLaren,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,10,70,7.75,65,0.0
JA Morkel,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,10,70,12.666666666666666,38.0,1.0
PP Chawla,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,10,70,11.0,33.0,1.0
SB Styris,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,10,70,13.0,65,0.0
S Randiv,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",501206,10,70,8.0,16.0,2.0
Sunny Singh,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",501206,20.0,181,16,65,0
Yuvraj Singh,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,8.0,61,12.0,65,0.0
DPMD Jayawardene,Pune Warriors,Dr DY Patil Sports Academy,501207,2.0,66,16,65,0
RV Gomez,Pune Warriors,Dr DY Patil Sports Academy,501207,26.0,136,16,65,0
M Muralitharan,Pune Warriors,Dr DY Patil Sports Academy,501207,10,70,10.5,42.0,1.0
M Manhas,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,12.0,63,16,65,0
RA Jadeja,Pune Warriors,Dr DY Patil Sports Academy,501207,47.0,138,7.0,14.0,2.0
RV Uthappa,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,31.0,206,16,65,0
WD Parnell,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,1.0,16,9.0,9.0,4.0
JD Ryder,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,17.0,154,4.0,4.0,2.0
SB Wagh,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,10,70,5.0,65,0.0
M Kartik,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,10,70,7.5,65,0.0
RP Singh,Pune Warriors,Dr DY Patil Sports Academy,501207,0.0,0,10.0,65,0.0
VVS Laxman,Pune Warriors,Dr DY Patil Sports Academy,501207,0.0,0,16,65,0
R Vinay Kumar,Pune Warriors,Dr DY Patil Sports Academy,501207,1.0,100,5.333333333333333,16.0,1.0
BJ Hodge,Pune Warriors,Dr DY Patil Sports Academy,501207,39.0,108,7.0,7.0,2.0
GC Smith,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,24.0,88,16,65,0
BB McCullum,Pune Warriors,Dr DY Patil Sports Academy,501207,0.0,0,16,65,0
S Sreesanth,Pune Warriors,Dr DY Patil Sports Academy,501207,1.0,16,7.0,65,0.0
PA Patel,Pune Warriors,Dr DY Patil Sports Academy,501207,21.0,110,16,65,0
AC Thomas,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,10,70,10.333333333333334,31.0,1.0
R Sharma,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,10.0,90,5.25,21.0,1.0
MD Mishra,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,501207,37.0,176,16,65,0
AB de Villiers,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501208,0.0,0,16,65,0
Z Khan,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501208,0.0,0,8.0,10.666666666666666,3.0
S Sohal,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",501208,38.0,97,16,65,0
MS Gony,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",501208,10,70,7.75,10.333333333333334,3.0
V Kohli,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",501208,71.0,139,16,65,0
