Player,Opponent Team,Venue,Match ID,Avg Run,Strike Rate,Economy,Bowling Avg,Wickets per Match
Harbhajan Singh,Rajasthan Royals,Sawai Mansingh Stadium,419150,10,70,5.25,7.0,3.0
SR Tendulkar,Rajasthan Royals,Sawai Mansingh Stadium,419150,89.0,143,16,65,0
SK Trivedi,Mumbai Indians,Sawai Mansingh Stadium,419150,10,70,8.75,35.0,1.0
AA Jhunjhunwala,Mumbai Indians,Sawai Mansingh Stadium,419150,22.0,95,6.0,65,0.0
SL Malinga,Rajasthan Royals,Sawai Mansingh Stadium,419150,10,70,5.75,65,0.0
FY Fazal,Mumbai Indians,Sawai Mansingh Stadium,419150,10.0,62,16,65,0
MJ Lumb,Mumbai Indians,Sawai Mansingh Stadium,419150,8.0,133,16,65,0
A Symonds,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,19.0,90,8.25,33.0,1.0
RV Uthappa,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,34.0,154,16,65,0
V Kohli,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,3.0,75,8.0,65,0.0
MD Mishra,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,41.0,132,16,65,0
MK Pandey,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,0.0,0,16,65,0
R Vinay Kumar,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,4.0,50,7.0,21.0,1.0
A Kumble,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,2.0,50,6.75,27.0,1.0
TL Suman,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,0.0,0,16,65,0
RJ Harris,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,13.0,144,8.5,11.333333333333334,3.0
JH Kallis,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,27.0,67,10.0,65,0.0
PP Ojha,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,10,70,5.75,11.5,2.0
R Dravid,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,49.0,136,16,65,0
AC Gilchrist,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,0.0,0,16,65,0
B Sumanth,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,6.0,150,16,65,0
RP Singh,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,10,70,6.0,12.0,2.0
DW Steyn,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,0.0,0,5.0,6.666666666666667,3.0
CL White,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,4.0,133,16,65,0
RG Sharma,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,51.0,108,16,65,0
Harmeet Singh,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,10,70,6.0,12.0,2.0
LRPL Taylor,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,1.0,20,16,65,0
HH Gibbs,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",419151,12.0,120,16,65,0
KP Appanna,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",419151,1.0,100,9.0,27.0,1.0
C Madan,Delhi Daredevils,Brabourne Stadium,419152,15.0,71,16,65,0
DJ Bravo,Delhi Daredevils,Brabourne Stadium,419152,10,70,13.0,65,0.0
SS Tiwary,Delhi Daredevils,Brabourne Stadium,419152,38.0,135,16,65,0
KA Pollard,Delhi Daredevils,Brabourne Stadium,419152,45.0,346,3.75,15.0,1.0
PD Collingwood,Mumbai Indians,Brabourne Stadium,419152,2.0,40,6.75,65,0.0
AB de Villiers,Mumbai Indians,Brabourne Stadium,419152,4.0,57,16,65,0
SR Tendulkar,Delhi Daredevils,Brabourne Stadium,419152,29.0,111,16,65,0
DA Warner,Mumbai Indians,Brabourne Stadium,419152,31.0,206,16,65,0
S Ladda,Mumbai Indians,Brabourne Stadium,419152,10,70,14.0,65,0.0
Harbhajan Singh,Delhi Daredevils,Brabourne Stadium,419152,10,70,6.25,25.0,1.0
KD Karthik,Mumbai Indians,Brabourne Stadium,419152,11.0,78,16,65,0
A Nehra,Mumbai Indians,Brabourne Stadium,419152,10,70,8.5,34.0,1.0
V Sehwag,Mumbai Indians,Brabourne Stadium,419152,20.0,105,16,65,0
JP Duminy,Delhi Daredevils,Brabourne Stadium,419152,21.0,140,16,65,0
A Mishra,Mumbai Indians,Brabourne Stadium,419152,12.0,70,10.333333333333334,65,0.0
Z Khan,Delhi Daredevils,Brabourne Stadium,419152,10,70,12.5,65,0.0
CRD Fernando,Delhi Daredevils,Brabourne Stadium,419152,10,70,8.25,16.5,2.0
G Gambhir,Mumbai Indians,Brabourne Stadium,419152,17.0,188,16,65,0
PJ Sangwan,Mumbai Indians,Brabourne Stadium,419152,6.0,120,8.5,17.0,2.0
AT Rayudu,Delhi Daredevils,Brabourne Stadium,419152,24.0,114,16,65,0
AB McDonald,Mumbai Indians,Brabourne Stadium,419152,33.0,106,10.5,42.0,1.0
AG Murtaza,Delhi Daredevils,Brabourne Stadium,419152,10,70,5.0,6.666666666666667,3.0
WP Saha,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,1.0,50,16,65,0
JA Morkel,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,10,70,7.0,65,0.0
Iqbal Abdulla,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,0.0,0,7.0,65,0.0
DJ Hussey,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,0.0,0,11.5,65,0.0
DE Bollinger,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,10,70,4.0,8.0,2.0
AB Agarkar,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,9.0,180,7.0,65,0.0
BB McCullum,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,0.0,0,16,65,0
AB Dinda,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,10,70,12.5,65,0.0
MK Tiwary,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,27.0,84,16,65,0
AD Mathews,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,48.0,94,15.0,65,0.0
SB Jakati,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,10,70,5.75,23.0,1.0
M Vijay,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,50.0,116,16,65,0
ML Hayden,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,0.0,0,16,65,0
SK Raina,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,78.0,190,9.0,18.0,1.0
R Ashwin,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,10,70,5.0,6.666666666666667,3.0
LR Shukla,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,17.0,154,10.0,65,0.0
CH Gayle,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,7.0,175,11.666666666666666,35.0,1.0
M Muralitharan,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",419153,10,70,12.0,48.0,1.0
SC Ganguly,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419153,10.0,83,16,65,0
AC Voges,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,28.0,103,17.0,65,0.0
AG Paunikar,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,0.0,0,16,65,0
RV Uthappa,Rajasthan Royals,Sawai Mansingh Stadium,419154,26.0,123,16,65,0
SK Trivedi,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,10,70,8.25,16.5,2.0
V Kohli,Rajasthan Royals,Sawai Mansingh Stadium,419154,14.0,107,16,65,0
AA Jhunjhunwala,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,13.0,59,16,65,0
KP Pietersen,Rajasthan Royals,Sawai Mansingh Stadium,419154,62.0,213,16,65,0
MJ Lumb,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,9.0,112,16,65,0
NV Ojha,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,7.0,70,16,65,0
MK Pandey,Rajasthan Royals,Sawai Mansingh Stadium,419154,14.0,107,16,65,0
R Vinay Kumar,Rajasthan Royals,Sawai Mansingh Stadium,419154,10,70,9.0,18.0,2.0
A Kumble,Rajasthan Royals,Sawai Mansingh Stadium,419154,10,70,7.25,65,0.0
YK Pathan,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,11.0,110,16,65,0
JH Kallis,Rajasthan Royals,Sawai Mansingh Stadium,419154,0.0,0,5.75,23.0,1.0
R Dravid,Rajasthan Royals,Sawai Mansingh Stadium,419154,5.0,125,16,65,0
Pankaj Singh,Rajasthan Royals,Sawai Mansingh Stadium,419154,10,70,6.75,13.5,2.0
SR Watson,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,22.0,88,6.0,65,0.0
DW Steyn,Rajasthan Royals,Sawai Mansingh Stadium,419154,10,70,3.75,15.0,1.0
SK Warne,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,10,70,7.0,28.0,1.0
AS Raut,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,32.0,160,16,65,0
LRPL Taylor,Rajasthan Royals,Sawai Mansingh Stadium,419154,10.0,90,16,65,0
Kamran Khan,Royal Challengers Bangalore,Sawai Mansingh Stadium,419154,10,70,10.0,15.0,2.0
M Vijay,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,17.0,141,16,65,0
TM Dilshan,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,1.0,50,4.75,19.0,1.0
SK Raina,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,15.0,75,5.0,65,0.0
R Ashwin,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,6.0,46,7.0,28.0,1.0
ML Hayden,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,1.0,20,16,65,0
S Badrinath,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,30.0,100,16,65,0
M Manhas,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,25.0,73,16,65,0
KD Karthik,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,13.0,76,16,65,0
MS Dhoni,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,0.0,0,16,65,0
MEK Hussey,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,15.0,83,16,65,0
A Nehra,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,10,70,6.5,8.666666666666666,3.0
V Sehwag,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,4.0,100,4.5,9.0,2.0
A Mishra,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,10,70,3.25,6.5,2.0
G Gambhir,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,57.0,100,16,65,0
JA Morkel,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,1.0,25,5.333333333333333,65,0.0
L Balaji,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,3.0,37,8.0,65,0.0
UT Yadav,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,10,70,11.0,65,0.0
DP Nannes,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,10,70,8.333333333333334,25.0,1.0
DE Bollinger,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,16.0,114,6.0,12.0,2.0
DA Warner,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",419155,0.0,0,16,65,0
SB Jakati,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",419155,10,70,4.666666666666667,14.0,1.0
A Symonds,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,4.0,57,8.0,65,0.0
MR Marsh,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,15.0,125,8.0,65,0.0
R Sharma,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,10,70,6.333333333333333,19.0,1.0
SE Marsh,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,0.0,0,16,65,0
J Theron,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,10,70,8.0,32.0,1.0
MD Mishra,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,20.0,86,16,65,0
KC Sangakkara,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,52.0,140,16,65,0
TL Suman,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,43.0,130,16,65,0
PP Ojha,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,10,70,9.5,65,0.0
RJ Harris,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,10,70,7.25,29.0,1.0
AC Gilchrist,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,9.0,180,16,65,0
B Sumanth,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,6.0,200,16,65,0
VS Malik,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,10,70,9.0,27.0,1.0
PP Chawla,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,10,70,6.5,26.0,1.0
IK Pathan,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,1.0,100,11.666666666666666,35.0,1.0
RP Singh,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,10,70,12.75,51.0,1.0
DPMD Jayawardene,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,93.0,143,16,65,0
RG Sharma,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419156,68.0,174,8.0,65,0.0
Yuvraj Singh,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,20.0,95,11.0,22.0,1.0
SJ Srivastava,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,419156,10,70,9.0,65,0.0
KA Pollard,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,20.0,222,7.0,9.333333333333334,3.0
Harbhajan Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,10,70,7.25,14.5,2.0
SR Tendulkar,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,19.0,100,16,65,0
RV Uthappa,Mumbai Indians,M Chinnaswamy Stadium,419157,4.0,57,16,65,0
V Kohli,Mumbai Indians,M Chinnaswamy Stadium,419157,37.0,154,16,65,0
KP Pietersen,Mumbai Indians,M Chinnaswamy Stadium,419157,21.0,131,10.0,10.0,1.0
MK Pandey,Mumbai Indians,M Chinnaswamy Stadium,419157,16.0,88,16,65,0
R Vinay Kumar,Mumbai Indians,M Chinnaswamy Stadium,419157,10.0,76,8.666666666666666,65,0.0
A Kumble,Mumbai Indians,M Chinnaswamy Stadium,419157,1.0,33,10.0,40.0,1.0
Z Khan,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,10,70,7.5,30.0,1.0
JP Duminy,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,42.0,221,16,65,0
JH Kallis,Mumbai Indians,M Chinnaswamy Stadium,419157,14.0,93,10.25,20.5,2.0
CRD Fernando,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,10,70,6.25,12.5,2.0
R Dravid,Mumbai Indians,M Chinnaswamy Stadium,419157,16.0,145,16,65,0
Pankaj Singh,Mumbai Indians,M Chinnaswamy Stadium,419157,1.0,50,14.0,65,0.0
AM Nayar,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,9.0,128,16,65,0
AT Rayudu,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,46.0,158,16,65,0
DW Steyn,Mumbai Indians,M Chinnaswamy Stadium,419157,0.0,0,4.5,65,0.0
R McLaren,Royal Challengers Bangalore,M Chinnaswamy Stadium,419157,40.0,93,5.5,22.0,1.0
LRPL Taylor,Mumbai Indians,M Chinnaswamy Stadium,419157,9.0,81,16,65,0
YK Pathan,Kolkata Knight Riders,Eden Gardens,419158,8.0,88,10.666666666666666,65,0.0
AJ Finch,Kolkata Knight Riders,Eden Gardens,419158,21.0,100,2.5,65,0.0
SR Watson,Kolkata Knight Riders,Eden Gardens,419158,44.0,169,5.666666666666667,65,0.0
JD Unadkat,Rajasthan Royals,Eden Gardens,419158,10,70,6.5,8.666666666666666,3.0
M Kartik,Rajasthan Royals,Eden Gardens,419158,10,70,7.75,31.0,1.0
SK Warne,Kolkata Knight Riders,Eden Gardens,419158,3.0,60,6.666666666666667,65,0.0
AS Raut,Kolkata Knight Riders,Eden Gardens,419158,2.0,50,16,65,0
BB McCullum,Rajasthan Royals,Eden Gardens,419158,6.0,85,16,65,0
AB Dinda,Rajasthan Royals,Eden Gardens,419158,10,70,6.0,8.0,3.0
SE Bond,Rajasthan Royals,Eden Gardens,419158,10,70,5.0,20.0,1.0
CA Pujara,Rajasthan Royals,Eden Gardens,419158,45.0,112,16,65,0
Kamran Khan,Kolkata Knight Riders,Eden Gardens,419158,10,70,6.5,6.5,2.0
LR Shukla,Rajasthan Royals,Eden Gardens,419158,10,70,7.75,31.0,1.0
CH Gayle,Rajasthan Royals,Eden Gardens,419158,0.0,0,16,65,0
AC Voges,Kolkata Knight Riders,Eden Gardens,419158,8.0,114,16.0,65,0.0
SK Trivedi,Kolkata Knight Riders,Eden Gardens,419158,4.0,200,8.0,65,0.0
FY Fazal,Kolkata Knight Riders,Eden Gardens,419158,13.0,100,14.0,65,0.0
NV Ojha,Kolkata Knight Riders,Eden Gardens,419158,18.0,81,16,65,0
SC Ganguly,Rajasthan Royals,Eden Gardens,419158,75.0,138,16,65,0
P Dogra,Kolkata Knight Riders,Eden Gardens,419158,8.0,66,16,65,0
M Vijay,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,13.0,108,16,65,0
ML Hayden,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,5.0,62,16,65,0
R Ashwin,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,10,70,5.0,20.0,1.0
SB Jakati,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,10,70,14.0,65,0.0
SK Raina,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,46.0,158,8.25,33.0,1.0
S Badrinath,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,53.0,143,16,65,0
MS Dhoni,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,54.0,186,16,65,0
SE Marsh,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,88.0,149,16,65,0
J Theron,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,10,70,11.5,46.0,1.0
RR Powar,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,10,70,7.0,14.0,2.0
KC Sangakkara,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,33.0,137,16,65,0
VRV Singh,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,10,70,13.666666666666666,65,0.0
JA Morkel,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,14.0,175,12.5,50.0,1.0
JM Kemp,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,10,70,12.0,65,0.0
PP Chawla,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,10,70,7.0,28.0,1.0
IK Pathan,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,44.0,162,11.25,65,0.0
DPMD Jayawardene,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,21.0,233,16,65,0
DE Bollinger,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,10,70,9.75,65,0.0
Yuvraj Singh,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,419159,1.0,25,7.0,65,0.0
S Tyagi,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,419159,10,70,12.0,65,0.0
PD Collingwood,Deccan Chargers,Feroz Shah Kotla,419160,51.0,118,7.666666666666667,23.0,1.0
A Symonds,Delhi Daredevils,Feroz Shah Kotla,419160,54.0,180,4.0,65,0.0
M Manhas,Deccan Chargers,Feroz Shah Kotla,419160,23.0,104,16,65,0
MR Marsh,Delhi Daredevils,Feroz Shah Kotla,419160,13.0,68,9.5,19.0,1.0
R Sharma,Delhi Daredevils,Feroz Shah Kotla,419160,14.0,175,7.25,29.0,1.0
KD Karthik,Deccan Chargers,Feroz Shah Kotla,419160,1.0,50,16,65,0
MD Mishra,Delhi Daredevils,Feroz Shah Kotla,419160,25.0,131,16,65,0
WPUJC Vaas,Delhi Daredevils,Feroz Shah Kotla,419160,3.0,37,5.25,21.0,1.0
A Nehra,Deccan Chargers,Feroz Shah Kotla,419160,22.0,137,8.25,16.5,2.0
V Sehwag,Deccan Chargers,Feroz Shah Kotla,419160,8.0,133,16,65,0
TL Suman,Delhi Daredevils,Feroz Shah Kotla,419160,5.0,83,16,65,0
A Mishra,Deccan Chargers,Feroz Shah Kotla,419160,4.0,40,7.0,28.0,1.0
PP Ojha,Delhi Daredevils,Feroz Shah Kotla,419160,10,70,4.0,8.0,2.0
G Gambhir,Deccan Chargers,Feroz Shah Kotla,419160,4.0,44,16,65,0
AC Gilchrist,Delhi Daredevils,Feroz Shah Kotla,419160,10.0,111,16,65,0
B Sumanth,Delhi Daredevils,Feroz Shah Kotla,419160,7.0,58,16,65,0
UT Yadav,Deccan Chargers,Feroz Shah Kotla,419160,10,70,6.25,8.333333333333334,3.0
DP Nannes,Deccan Chargers,Feroz Shah Kotla,419160,10,70,5.5,65,0.0
Harmeet Singh,Delhi Daredevils,Feroz Shah Kotla,419160,10,70,10.25,20.5,2.0
RG Sharma,Delhi Daredevils,Feroz Shah Kotla,419160,11.0,110,16,65,0
DA Warner,Deccan Chargers,Feroz Shah Kotla,419160,5.0,125,16,65,0
TM Dilshan,Deccan Chargers,Feroz Shah Kotla,419160,11.0,100,14.0,65,0.0
SC Ganguly,Mumbai Indians,Eden Gardens,419161,42.0,116,13.0,65,0.0
JP Duminy,Kolkata Knight Riders,Eden Gardens,419161,19.0,70,7.333333333333333,65,0.0
CRD Fernando,Kolkata Knight Riders,Eden Gardens,419161,10,70,10.333333333333334,65,0.0
STR Binny,Kolkata Knight Riders,Eden Gardens,419161,8.0,160,9.0,65,0.0
R Sathish,Kolkata Knight Riders,Eden Gardens,419161,11.0,100,5.5,11.0,1.0
JD Unadkat,Mumbai Indians,Eden Gardens,419161,10,70,6.75,27.0,1.0
DJ Hussey,Mumbai Indians,Eden Gardens,419161,20.0,142,7.0,65,0.0
AT Rayudu,Kolkata Knight Riders,Eden Gardens,419161,27.0,168,16,65,0
M Kartik,Mumbai Indians,Eden Gardens,419161,10,70,5.5,11.0,2.0
R McLaren,Kolkata Knight Riders,Eden Gardens,419161,0.0,0,9.333333333333334,65,0.0
AB Dinda,Mumbai Indians,Eden Gardens,419161,10,70,5.5,11.0,2.0
BB McCullum,Mumbai Indians,Eden Gardens,419161,57.0,93,16,65,0
SE Bond,Mumbai Indians,Eden Gardens,419161,10,70,6.0,12.0,2.0
MK Tiwary,Mumbai Indians,Eden Gardens,419161,10,70,11.0,11.0,1.0
S Dhawan,Kolkata Knight Riders,Eden Gardens,419161,10.0,90,16,65,0
AG Murtaza,Kolkata Knight Riders,Eden Gardens,419161,10,70,6.75,65,0.0
DJ Bravo,Kolkata Knight Riders,Eden Gardens,419161,5.0,55,3.5,65,0.0
SS Tiwary,Kolkata Knight Riders,Eden Gardens,419161,46.0,121,16,65,0
AP Tare,Kolkata Knight Riders,Eden Gardens,419161,1.0,33,16,65,0
SS Tiwary,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,52.0,167,16,65,0
KA Pollard,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,33.0,235,4.25,4.25,4.0
P Kumar,Mumbai Indians,Dr DY Patil Sports Academy,419162,1.0,50,9.666666666666666,65,0.0
Harbhajan Singh,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,10,70,11.25,22.5,2.0
SR Tendulkar,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,9.0,90,16,65,0
RV Uthappa,Mumbai Indians,Dr DY Patil Sports Academy,419162,26.0,200,16,65,0
V Kohli,Mumbai Indians,Dr DY Patil Sports Academy,419162,9.0,112,10.0,65,0.0
SL Malinga,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,10,70,6.25,12.5,2.0
KP Pietersen,Mumbai Indians,Dr DY Patil Sports Academy,419162,19.0,126,5.0,20.0,1.0
MK Pandey,Mumbai Indians,Dr DY Patil Sports Academy,419162,5.0,50,16,65,0
R Vinay Kumar,Mumbai Indians,Dr DY Patil Sports Academy,419162,8.0,100,12.5,65,0.0
A Kumble,Mumbai Indians,Dr DY Patil Sports Academy,419162,1.0,33,8.0,32.0,1.0
Z Khan,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,10,70,8.5,65,0.0
JP Duminy,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,3.0,75,16,65,0
JH Kallis,Mumbai Indians,Dr DY Patil Sports Academy,419162,11.0,122,12.5,65,0.0
CRD Fernando,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,10,70,7.0,28.0,1.0
R Dravid,Mumbai Indians,Dr DY Patil Sports Academy,419162,23.0,100,16,65,0
AM Nayar,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,22.0,122,16,65,0
AT Rayudu,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,40.0,100,16,65,0
DW Steyn,Mumbai Indians,Dr DY Patil Sports Academy,419162,5.0,100,10.75,14.333333333333334,3.0
LRPL Taylor,Mumbai Indians,Dr DY Patil Sports Academy,419162,31.0,96,16,65,0
S Dhawan,Royal Challengers Bangalore,Dr DY Patil Sports Academy,419162,12.0,120,16,65,0
TL Suman,Chennai Super Kings,Dr DY Patil Sports Academy,419163,4.0,100,16,65,0
PP Ojha,Chennai Super Kings,Dr DY Patil Sports Academy,419163,1.0,25,6.75,27.0,1.0
RJ Harris,Chennai Super Kings,Dr DY Patil Sports Academy,419163,15.0,187,7.75,10.333333333333334,3.0
JA Morkel,Deccan Chargers,Dr DY Patil Sports Academy,419163,4.0,100,5.0,15.0,1.0
AC Gilchrist,Chennai Super Kings,Dr DY Patil Sports Academy,419163,15.0,75,16,65,0
B Sumanth,Chennai Super Kings,Dr DY Patil Sports Academy,419163,16.0,84,16,65,0
RP Singh,Chennai Super Kings,Dr DY Patil Sports Academy,419163,0.0,0,9.25,37.0,1.0
Harmeet Singh,Chennai Super Kings,Dr DY Patil Sports Academy,419163,0.0,0,6.0,24.0,1.0
RG Sharma,Chennai Super Kings,Dr DY Patil Sports Academy,419163,2.0,40,16,65,0
DE Bollinger,Deccan Chargers,Dr DY Patil Sports Academy,419163,10,70,3.5,3.5,4.0
HH Gibbs,Chennai Super Kings,Dr DY Patil Sports Academy,419163,18.0,69,16,65,0
M Vijay,Deccan Chargers,Dr DY Patil Sports Academy,419163,15.0,136,16,65,0
ML Hayden,Deccan Chargers,Dr DY Patil Sports Academy,419163,8.0,80,16,65,0
R Ashwin,Deccan Chargers,Dr DY Patil Sports Academy,419163,6.0,120,3.5,14.0,1.0
SB Jakati,Deccan Chargers,Dr DY Patil Sports Academy,419163,10,70,11.0,22.0,2.0
SK Raina,Deccan Chargers,Dr DY Patil Sports Academy,419163,2.0,50,0.0,0.0,1.0
A Symonds,Chennai Super Kings,Dr DY Patil Sports Academy,419163,23.0,100,5.75,23.0,1.0
